Loss Category,Nitrogen Loss (million kg)
Nitrogen Loss 1,132.15518120809594
Nitrogen Loss 2,77.76644641631695
Nitrogen Loss 3,178.7376535114212
Nitrogen Loss 4,2.054355388299829
Nitrogen Loss 5,0.7704112242940098
Nitrogen Loss 6,18.225644157449878
Nitrogen Loss 7,71.53373820654457
Total Nitrogen Loss,481.2434301124224
