Loss Category,Nitrogen Loss (million kg)
Nitrogen Loss 1,144.0296857272262
Nitrogen Loss 2,89.9396047638501
Nitrogen Loss 3,194.58070363497066
Nitrogen Loss 4,2.374941703579613
Nitrogen Loss 5,0.8802473123300166
Nitrogen Loss 6,19.675499259417304
Nitrogen Loss 7,79.66116970816343
Total Nitrogen Loss,531.1418521095374
