Loss Category,Nitrogen Loss (million kg)
Nitrogen Loss 1,120.64660832202743
Nitrogen Loss 2,67.84763863777265
Nitrogen Loss 3,161.60357748738153
Nitrogen Loss 4,1.7123008023359794
Nitrogen Loss 5,0.6518757755539983
Nitrogen Loss 6,16.645708649843094
Nitrogen Loss 7,62.913827883347125
Total Nitrogen Loss,432.02153755826174
